name,marker-color,marker-size,marker-symbol,id,feature-type,notes,geology,lon,lat
Valley of Stones,#000000,,,707,Stone,,Sarsen,-2.57292,50.68305
Valley of Stones,#000000,,,708,Stone,,Sarsen,-2.57287,50.68302
Valley of Stones,#000000,,,709,Stone,,Sarsen,-2.5728,50.68297
Valley of Stones,#000000,,,710,Stone,,Sarsen,-2.5726,50.683
Valley of Stones,#000000,,,711,Stone,,Sarsen,-2.57318,50.68318
Valley of Stones,#000000,,,712,Stone,,Sarsen,-2.57325,50.68318
Valley of Stones,#000000,,,713,Stone,,Sarsen,-2.57323,50.68315
Valley of Stones,#000000,,,714,Stone,,Sarsen,-2.57312,50.68305
Valley of Stones,#000000,,,715,Stone,,Sarsen,-2.57323,50.68306
Valley of Stones,#000000,,,716,Stone,,Sarsen,-2.57347,50.68307
Valley of Stones,#000000,,,717,Stone,,Sarsen,-2.57339,50.68304
Valley of Stones,#000000,,,718,Stone,,Sarsen,-2.57373,50.68309
Valley of Stones,#000000,,,719,Stone,,Sarsen,-2.57383,50.68301
Valley of Stones,#000000,,,720,Stone,,Sarsen,-2.57402,50.6831
Valley of Stones,#000000,,,721,Stone,,Sarsen,-2.57413,50.68306
Valley of Stones,#000000,,,722,Stone,,Sarsen,-2.57352,50.68289
Valley of Stones,#000000,,,723,Stone,,Sarsen,-2.57383,50.68279
Valley of Stones,#000000,,,724,Stone,,Sarsen,-2.5739,50.68279
Valley of Stones,#000000,,,725,Stone,,Sarsen,-2.57304,50.68295
Valley of Stones,#000000,,,726,Stone,,Sarsen,-2.57429,50.68314
Valley of Stones,#000000,,,727,Stone,,Sarsen,-2.57424,50.68293
Valley of Stones,#000000,,,728,Stone,,Sarsen,-2.5743,50.68311
Valley of Stones,#000000,,,729,Stone,,Sarsen,-2.57453,50.68306
Valley of Stones,#000000,,,730,Stone,,Sarsen,-2.57433,50.68294
Valley of Stones,#000000,,,731,Stone,,Sarsen,-2.57475,50.68301
Valley of Stones,#000000,,,732,Stone,,Sarsen,-2.57478,50.68294
Valley of Stones,#000000,,,733,Stone,,Sarsen,-2.57463,50.6828
Valley of Stones,#000000,,,734,Stone,,Sarsen,-2.57448,50.68286
Valley of Stones,#000000,,,735,Stone,,Sarsen,-2.5744,50.68286
Valley of Stones,#000000,,,736,Stone,,Sarsen,-2.57455,50.68284
Valley of Stones,#000000,,,737,Stone,,Sarsen,-2.57449,50.68283
Valley of Stones,#000000,,,738,Stone,,Sarsen,-2.57444,50.6828
Valley of Stones,#000000,,,739,Stone,,Sarsen,-2.57441,50.68271
Valley of Stones,#000000,,,740,Stone,,Sarsen,-2.57419,50.68271
Valley of Stones,#000000,,,741,Stone,,Sarsen,-2.57422,50.68264
Valley of Stones,#000000,,,742,Stone,,Sarsen,-2.57403,50.6827
Valley of Stones,#000000,,,743,Stone,,Sarsen,-2.57386,50.6827
Valley of Stones,#000000,,,744,Stone,,Sarsen,-2.57369,50.68253
Valley of Stones,#000000,,,745,Stone,,Sarsen,-2.57371,50.68243
Valley of Stones,#000000,,,746,Stone,,Sarsen,-2.5736,50.68235
Valley of Stones,#000000,,,747,Stone,,Sarsen,-2.57375,50.68394
Valley of Stones,#000000,,,748,Stone,,Sarsen,-2.57376,50.6839
Valley of Stones,#000000,,,749,Stone,,Sarsen,-2.5737,50.68389
Valley of Stones,#000000,,,750,Stone,,Sarsen,-2.57367,50.68387
Valley of Stones,#000000,,,751,Stone,,Sarsen,-2.57357,50.68383
Valley of Stones,#000000,,,752,Stone,,Sarsen,-2.57347,50.6839
Valley of Stones,#000000,,,753,Stone,,Sarsen,-2.5735,50.68394
Valley of Stones,#000000,,,754,Stone,,Sarsen,-2.57355,50.68391
Valley of Stones,#000000,,,755,Stone,,Sarsen,-2.57358,50.68393
Valley of Stones,#000000,,,756,Stone,,Sarsen,-2.57359,50.68396
Valley of Stones,#000000,,,757,Stone,,Sarsen,-2.57363,50.68394
Valley of Stones,#000000,,,758,Stone,,Sarsen,-2.57405,50.684
Valley of Stones,#000000,,,759,Stone,,Sarsen,-2.57426,50.68384
Valley of Stones,#000000,,,760,Stone,,Sarsen,-2.57349,50.68399
Valley of Stones,#000000,,,761,Stone,,Sarsen,-2.57337,50.68399
Valley of Stones,#000000,,,762,Stone,,Sarsen,-2.57329,50.684
Valley of Stones,#000000,,,763,Stone,,Sarsen,-2.57343,50.68401
Valley of Stones,#000000,,,764,Stone,,Sarsen,-2.57338,50.68402
Valley of Stones,#000000,,,765,Stone,,Sarsen,-2.57333,50.68403
Valley of Stones,#000000,,,766,Stone,,Sarsen,-2.57328,50.68404
Valley of Stones,#000000,,,767,Stone,,Sarsen,-2.57324,50.68408
Valley of Stones,#000000,,,768,Stone,,Sarsen,-2.57334,50.68407
Valley of Stones,#000000,,,769,Stone,,Sarsen,-2.5734,50.68406
Valley of Stones,#000000,,,770,Stone,,Sarsen,-2.57347,50.68408
Valley of Stones,#000000,,,771,Stone,,Sarsen,-2.57352,50.68405
Valley of Stones,#000000,,,772,Stone,,Sarsen,-2.575,50.68314
Valley of Stones,#000000,,,773,Stone,,Sarsen,-2.57506,50.68318
Valley of Stones,#000000,,,774,Stone,,Sarsen,-2.57523,50.68325
Valley of Stones,#000000,,,775,Stone,,Sarsen,-2.57528,50.68328
Valley of Stones,#000000,,,776,Stone,,Sarsen,-2.57494,50.68334
Valley of Stones,#000000,,,777,Stone,,Sarsen,-2.57466,50.68341
Valley of Stones,#000000,,,778,Stone,,Sarsen,-2.57417,50.68328
Valley of Stones,#000000,,,779,Stone,,Sarsen,-2.57421,50.68336
Valley of Stones,#000000,,,780,Stone,,Sarsen,-2.57425,50.68333
Valley of Stones,#000000,,,781,Stone,,Sarsen,-2.57429,50.68328
Valley of Stones,#000000,,,782,Stone,,Sarsen,-2.57433,50.68325
Valley of Stones,#000000,,,783,Stone,,Sarsen,-2.57436,50.68328
Valley of Stones,#000000,,,784,Stone,,Sarsen,-2.57432,50.68337
Valley of Stones,#000000,,,785,Stone,,Sarsen,-2.57437,50.68337
Valley of Stones,#000000,,,786,Stone,,Sarsen,-2.57425,50.68351
Valley of Stones,#000000,,,787,Stone,,Sarsen,-2.57438,50.68355
Valley of Stones,#000000,,,788,Stone,,Sarsen,-2.57439,50.68351
Valley of Stones,#000000,,,789,Stone,,Sarsen,-2.57461,50.68349
Valley of Stones,#000000,,,790,Stone,,Sarsen,-2.57456,50.6835
Valley of Stones,#000000,,,791,Stone,,Sarsen,-2.57458,50.68354
Valley of Stones,#000000,,,792,Stone,,Sarsen,-2.57495,50.68355
Valley of Stones,#000000,,,793,Stone,,Sarsen,-2.57505,50.68365
Valley of Stones,#000000,,,794,Stone,,Sarsen,-2.57441,50.68364
Valley of Stones,#000000,,,795,Stone,,Sarsen,-2.57431,50.68358
Valley of Stones,#000000,,,796,Stone,,Sarsen,-2.57429,50.6836
Valley of Stones,#000000,,,797,Stone,,Sarsen,-2.57424,50.68362
Valley of Stones,#000000,,,798,Stone,,Sarsen,-2.57418,50.68363
Valley of Stones,#000000,,,799,Stone,,Sarsen,-2.57423,50.68377
Valley of Stones,#000000,,,800,Stone,,Sarsen,-2.57415,50.68359
Valley of Stones,#000000,,,801,Stone,,Sarsen,-2.57409,50.68358
Valley of Stones,#000000,,,802,Stone,,Sarsen,-2.57407,50.68361
Valley of Stones,#000000,,,803,Stone,,Sarsen,-2.57403,50.68364
Valley of Stones,#000000,,,804,Stone,,Sarsen,-2.57402,50.68368
Valley of Stones,#000000,,,805,Stone,,Sarsen,-2.57409,50.68369
Valley of Stones,#000000,,,806,Stone,,Sarsen,-2.57416,50.68367
Valley of Stones,#000000,,,807,Stone,,Sarsen,-2.57422,50.68366
Valley of Stones,#000000,,,808,Stone,,Sarsen,-2.57372,50.68364
Valley of Stones,#000000,,,809,Stone,,Sarsen,-2.5737,50.68367
Valley of Stones,#000000,,,810,Stone,,Sarsen,-2.57367,50.68374
Valley of Stones,#000000,,,811,Stone,,Sarsen,-2.57379,50.68373
Valley of Stones,#000000,,,812,Stone,,Sarsen,-2.57383,50.68371
Valley of Stones,#000000,,,813,Stone,,Sarsen,-2.5739,50.6837
Valley of Stones,#000000,,,814,Stone,,Sarsen,-2.57402,50.68375
Valley of Stones,#000000,,,815,Stone,,Sarsen,-2.57397,50.68376
Valley of Stones,#000000,,,816,Stone,,Sarsen,-2.5739,50.68376
Valley of Stones,#000000,,,817,Stone,,Sarsen,-2.57385,50.6838
Valley of Stones,#000000,,,818,Stone,,Sarsen,-2.57377,50.68378
Valley of Stones,#000000,,,819,Stone,,Sarsen,-2.57368,50.68379
Valley of Stones,#000000,,,820,Stone,,Sarsen,-2.57439,50.68396
Valley of Stones,#000000,,,821,Stone,,Sarsen,-2.5728,50.68268
Valley of Stones,#000000,,,822,Stone,,Sarsen,-2.57279,50.68261
Valley of Stones,#000000,,,823,Stone,,Sarsen,-2.57273,50.68259
Valley of Stones,#000000,,,824,Stone,,Sarsen,-2.57268,50.68256
Valley of Stones,#000000,,,825,Stone,,Sarsen,-2.57275,50.68249
Valley of Stones,#000000,,,826,Stone,,Sarsen,-2.5732,50.6826
Valley of Stones,#000000,,,827,Stone,,Sarsen,-2.57342,50.6826
Valley of Stones,#000000,,,828,Stone,,Sarsen,-2.57338,50.68264
Valley of Stones,#000000,,,829,Stone,,Sarsen,-2.5728,50.68278
Valley of Stones,#000000,,,830,Stone,,Sarsen,-2.57291,50.68279
Valley of Stones,#000000,,,831,Stone,,Sarsen,-2.57301,50.68276
Valley of Stones,#000000,,,832,Stone,,Sarsen,-2.57324,50.68272
Valley of Stones,#000000,,,833,Stone,,Sarsen,-2.57322,50.68276
Valley of Stones,#000000,,,834,Stone,,Sarsen,-2.57333,50.68271
Valley of Stones,#000000,,,835,Stone,,Sarsen,-2.57333,50.68277
Valley of Stones,#000000,,,836,Stone,,Sarsen,-2.57325,50.68281
Valley of Stones,#000000,,,837,Stone,,Sarsen,-2.57333,50.68282
Valley of Stones,#000000,,,838,Stone,,Sarsen,-2.57345,50.68281
Valley of Stones,#000000,,,839,Stone,,Sarsen,-2.57352,50.68273
Valley of Stones,#000000,,,840,Stone,,Sarsen,-2.57295,50.68296
Valley of Stones,#000000,,,841,Stone,,Sarsen,-2.57296,50.68292
Valley of Stones,#000000,,,842,Stone,,Sarsen,-2.57298,50.68288
Valley of Stones,#000000,,,843,Stone,,Sarsen,-2.57289,50.68285
Valley of Stones,#000000,,,844,Stone,,Sarsen,-2.57265,50.68285
Valley of Stones,#000000,,,845,Stone,,Sarsen,-2.57249,50.68281
Valley of Stones,#000000,,,846,Stone,,Sarsen,-2.57253,50.68286
Valley of Stones,#000000,,,847,Stone,,Sarsen,-2.57242,50.68289
Valley of Stones,#000000,,,848,Stone,,Sarsen,-2.57241,50.68284
Valley of Stones,#000000,,,849,Stone,,Sarsen,-2.57235,50.68283
Valley of Stones,#000000,,,850,Stone,,Sarsen,-2.57221,50.68285
Valley of Stones,#000000,,,851,Stone,,Sarsen,-2.57231,50.68277
Valley of Stones,#000000,,,852,Stone,,Sarsen,-2.57223,50.68271
Valley of Stones,#000000,,,853,Stone,,Sarsen,-2.57229,50.68259
Valley of Stones,#000000,,,854,Stone,,Sarsen,-2.57216,50.68292
Valley of Stones,#000000,,,855,Stone,,Sarsen,-2.5723,50.68291
Valley of Stones,#000000,,,856,Stone,,Sarsen,-2.57237,50.68299
Valley of Stones,#000000,,,857,Stone,,Sarsen,-2.57235,50.68294
Valley of Stones,#000000,,,858,Stone,,Sarsen,-2.57245,50.68294
Valley of Stones,#000000,,,859,Stone,,Sarsen,-2.57254,50.68293
Valley of Stones,#000000,,,860,Stone,,Sarsen,-2.5725,50.68299
Valley of Stones,#000000,,,861,Stone,,Sarsen,-2.57185,50.68281
Valley of Stones,#000000,,,862,Stone,,Sarsen,-2.57178,50.68285
Valley of Stones,#000000,,,863,Stone,,Sarsen,-2.57156,50.68283
Valley of Stones,#000000,,,864,Stone,,Sarsen,-2.57154,50.68293
Valley of Stones,#000000,,,865,Stone,,Sarsen,-2.57162,50.68295
Valley of Stones,#000000,,,866,Stone,,Sarsen,-2.57169,50.68292
Valley of Stones,#000000,,,867,Stone,,Sarsen,-2.57174,50.6829
Valley of Stones,#000000,,,868,Stone,,Sarsen,-2.5718,50.68295
Valley of Stones,#000000,,,869,Stone,,Sarsen,-2.57185,50.68291
Valley of Stones,#000000,,,870,Stone,,Sarsen,-2.57194,50.68292
Valley of Stones,#000000,,,871,Stone,,Sarsen,-2.57186,50.68286
Valley of Stones,#000000,,,872,Stone,,Sarsen,-2.5716,50.68299
Valley of Stones,#000000,,,873,Stone,,Sarsen,-2.5722,50.68253
Valley of Stones,#000000,,,874,Stone,,Sarsen,-2.5687,50.68664
Valley of Stones,#000000,,,875,Stone,,Sarsen,-2.56864,50.68664
,#000000,,,876,Stone,,Heathstone,-1.9937,50.64114
Winterborne St. Martin,#000000,,,877,Stone,,Sarsen,-2.50198,50.69998
Black Down Barn,#000000,,,878,Stone,,Sarsen,-2.54623,50.67817
Two Gates,#000000,,,879,Cromlech,Chambered Long Barrow,Sarsen,-2.63228,50.7418
Two Gates,#000000,,,880,Cromlech,Chambered Long Barrow?,Sarsen,-2.63223,50.74178
,#000000,,,881,Stone,,Sarsen,-2.59796,50.73251
,#000000,,,882,Stone,,Sarsen,-2.59761,50.73221
,#000000,,,883,Stone,,Sarsen,-2.57063,50.70592
,#000000,,,884,Stone,,Sarsen,-2.57065,50.70595
,#000000,,,885,Stone,,Sarsen,-2.5706,50.70593
Little Mayne,#000000,,,886,Stone,Boulder field ,Sarsen,-2.3953,50.68253
Little Mayne,#000000,,,887,Stone,Boulder field ,Sarsen,-2.3954,50.68265
Little Mayne,#000000,,,888,Stone,Boulder field ,Sarsen,-2.3955,50.68274
Little Mayne,#000000,,,889,Stone,Boulder field ,Sarsen,-2.39549,50.68278
Little Mayne,#000000,,,890,Stone,Boulder field ,Sarsen,-2.39553,50.68279
Little Mayne,#000000,,,891,Stone,Boulder field ,Sarsen,-2.39555,50.68283
Little Mayne,#000000,,,892,Stone,Boulder field ,Sarsen,-2.39557,50.68283
Little Mayne,#000000,,,893,Stone,Boulder field ,Sarsen,-2.3956,50.68282
Little Mayne,#000000,,,894,Stone,Boulder field ,Sarsen,-2.39566,50.68289
Little Mayne,#000000,,,895,Stone,Boulder field ,Sarsen,-2.39377,50.68323
Little Maybe,#000000,,,896,Stone,Boulder field ,Sarsen,-2.39362,50.68349
,#000000,,,897,Stone,,Heathstone,-2.15021,50.67739
,#000000,,,898,Stone,,Heathstone,-2.15216,50.67722
,#000000,,,899,Stone,,Upper Greensand,-2.08724,50.64005
,#000000,,,900,Stone,,Upper Greensand,-2.08951,50.64058
,#000000,,,901,Stone,,Upper Greensand,-2.08744,50.64072
,#000000,,,902,Stone,,Upper Greensand,-2.084,50.64096
,#000000,,,903,Stone,,Upper Greensand,-2.08695,50.63919
,#000000,,,904,Stone,,Upper Greensand,-2.08797,50.6392
,#000000,,,905,Stone,,Upper Greensand,-2.0835,50.6393
,#000000,,,906,Stone,,Upper Greensand,-2.08909,50.63915
,#000000,,,907,Stone,,Upper Greensand,-2.08382,50.64025
,#000000,,,908,Stone,,Heathstone,-2.08745,50.64296
,#000000,,,909,Stone,,Heathstone,-2.08711,50.643
,#000000,,,910,Stone,,Heathstone,-2.08743,50.64381
,#000000,,,911,Stone,,Heathstone,-2.08677,50.64477
,#000000,,,912,Stone,,Heathstone,-2.0635,50.64187
,#000000,,,913,Stone,,Unknown,-1.97046,50.6279
,#000000,,,914,Stone,,Unknown,-1.971,50.6284
,#000000,,,915,Stone,,Unknown,-1.97147,50.62907
,#000000,,,916,Stone,,Unknown,-1.97075,50.62877
,#000000,,,917,Stone,,Unknown,-1.97064,50.62893
,#000000,,,918,Stone,,Unknown,-1.97044,50.62915
,#000000,,,919,Stone,,Unknown,-1.97198,50.62862
,#000000,,,920,Stone,,Unknown,-1.97024,50.62939
,#000000,,,921,Stone,,Unknown,-1.97004,50.62963
,#000000,,,922,Stone,,Unknown,-1.97129,50.62929
,#000000,,,923,Stone,,Unknown,-1.9711,50.62952
,#000000,,,924,Stone,,Unknown,-1.97091,50.62974
,#000000,,,925,Stone,,Unknown,-1.96984,50.62989
,#000000,,,926,Stone,,Unknown,-1.97071,50.62998
,#000000,,,927,Stone,,Unknown,-1.96965,50.63013
,#000000,,,928,Stone,,Unknown,-1.96947,50.63038
,#000000,,,929,Stone,,Unknown,-1.97034,50.63044
,#000000,,,930,Stone,,Unknown,-1.97053,50.63021
,#000000,,,931,Stone,,Unknown,-1.96933,50.63062
,#000000,,,932,Stone,,Unknown,-1.9692,50.63087
,#000000,,,933,Stone,,Unknown,-1.96908,50.63111
,#000000,,,934,Stone,,Unknown,-1.96895,50.63137
,#000000,,,935,Stone,,Unknown,-1.96936,50.63142
,#000000,,,937,Stone,,Unknown,-1.96993,50.63119
,#000000,,,938,Stone,,Unknown,-1.97004,50.63095
,#000000,,,939,Stone,,Unknown,-1.97017,50.6307
,#000000,,,940,Stone seat,,Unknown,-1.95402,50.63148
,#000000,,,941,Stone,,Unknown,-1.9678,50.63278
,#000000,,,942,Stone,,Sarsen,-2.08342,50.79231
,#000000,,,943,Stone,,Sarsen,-2.08948,50.79067
,#000000,,,944,Stone,,Sarsen,-2.09016,50.79125
,#000000,,,945,Stone,,Sarsen,-2.11276,50.79082
,#000000,,,946,Stone,,Sarsen,-2.11361,50.79068
,#000000,,,947,Cromlech,Chambered Long Barrow?,Sarsen,-2.63764,50.72423
,#000000,,,948,Stone,,Sarsen,-2.53833,50.68953
,#000000,,,949,Stone,,Sarsen,-2.53854,50.69014
,#000000,,,950,Stone,,Sarsen,-2.60967,50.71999
,#000000,,,951,Stone,,Sarsen,-2.62539,50.72689
Deverel Barrow,#000000,,,952,Stone,,Sarsen,-2.25684,50.79028
,#080808,,,953,Stone,,Heathstone,-2.11078,50.70813
,#000000,,,954,Stone,,Heathstone,-2.10295,50.70701
,#000000,,,955,Stone,,Heathstone,-2.1024,50.70787
,#000000,,,956,Stone,,Heathstone,-2.10186,50.70873
,#000000,,,957,Stone,,Heathstone,-2.10189,50.71061
,#000000,,,958,Stone,,Heathstone,-2.10131,50.71199
,#000000,,,959,Stone,,Heathstone,-2.10068,50.7134
,#000000,,,960,Stone,,Heathstone,-2.10015,50.7142
,#000000,,,961,Stone,,Heathstone,-2.10005,50.71456
Wareham,#000000,,,962,Stone,,Heathstone,-2.08805,50.70949
Wareham,#000000,,,963,Stone,,Heathstone,-2.10705,50.70103
,#000000,,,964,Stone,,Heathstone,-2.11447,50.66659
,#000000,,,965,Stone,,Heathstone,-2.12266,50.66794
,#000000,,,966,Stone,,Heathstone,-2.0633,50.66891
,#000000,,,967,Stone,,Heathstone,-2.05468,50.65582
,#000000,,,968,Stone,,Heathstone,-2.05438,50.65534
,#000000,,,969,Stone,,Heathstone,-2.05407,50.65477
,#000000,,,970,Stone,,Heathstone,-2.05231,50.65456
,#000000,,,971,Stone,,Heathstone,-2.05516,50.65569
,#000000,,,972,Stone,,Heathstone,-2.05091,50.6556
,#000000,,,973,Stone,,Heathstone,-2.05095,50.65645
,#000000,,,974,Stone,,Heathstone,-2.04962,50.65712
,#000000,,,975,Stone,,Heathstone,-2.04874,50.65724
,#000000,,,976,Stone,,Heathstone,-2.04973,50.65778
,#000000,,,977,Stone,,Heathstone,-2.05531,50.65844
,#000000,,,978,Stone,,Heathstone,-2.04957,50.65581
,#000000,,,979,Stone,,Heathstone,-2.04991,50.65593
,#000000,,,980,Stone,,Heathstone,-2.05876,50.75255
,#000000,,,981,Stone,,Heathstone,-2.05856,50.75286
,#000000,,,982,Stone,,Heathstone,-2.05845,50.75364
,#000000,,,983,Stone,,H,-2.05833,50.75415
,#000000,,,984,Stone,,Heathstone,-2.05827,50.75435
,#000000,,,985,Stone,,Heathstone,-2.05809,50.75486
,#000000,,,986,Stone,,Heathstone,-2.05786,50.75518
,#000000,,,987,Stone,,Heathstone,-2.05542,50.75605
,#000000,,,988,Stone,,Heathstone,-2.0507,50.75305
Wareham,#000000,,,989,Stone,,Heathstone,-2.10751,50.70111
,#000000,,,990,Stone,,Unknown,-2.08998,50.60391
,#000000,,,991,Stone,,Unknown,-2.08356,50.6001
,#000000,,,992,Stone,,Unknown,-2.081,50.59662
,#000000,,,993,Stone,,Unknown,-2.08132,50.59573
,#000000,,,994,Stone,,Unknown,-2.08021,50.59932
,#000000,,,995,Stone,,Unknown,-2.08883,50.60061
,#000000,,,996,Stone,,Unknown,-2.08681,50.60219
,#000000,,,997,Stone,,Unknown,-2.11311,50.60714
,#000000,,,998,Stone,,Sarsen,-2.25116,50.64708
,,,,999,Stone,,Sarsen,-2.4066,50.69754
Limekiln Crags,#000000,,,1000,Stone,,Upper Greensand,-2.60589,50.67261
Limekiln Crags,#000000,,,1001,Stone,Landslip,Upper Greensand,-2.59339,50.67111
Limekiln Crags,#000000,,,1002,Stone,,Portland Sand,-2.59074,50.67051
Limekiln Crags,#000000,,,1003,Stone,,Upper Greensand,-2.5865,50.66988
Hampton Barrn,#000000,,,1004,Stone,,Sarsen,-2.57285,50.68011
Hampton Barn,#000000,,,1005,Stone,,Sarsen,-2.57276,50.68011
Hampton Down Stone Circle,#000000,,,1006,Stone circle,,Sarsen,-2.57305,50.67677
Hampton Down Stone Circle,#000000,,,1007,Stone circle,,Sarsen,-2.57302,50.67676
Hampton Down Stone Circle,#000000,,,1008,Stone circle,,Sarsen,-2.573,50.67675
Hampton Down Stone Circle,#000000,,,1009,Stone circle,,Sarsen,-2.57298,50.67676
Hampton Down Stone Circle,#000000,,,1010,Stone circle,,Sarsen,-2.57297,50.67677
Hampton Down Stone Circle,#000000,,,1011,Stone circle,,Sarsen,-2.57297,50.67682
Hampton Down Stone Circle,#000000,,,1012,Stone circle,,Sarsen,-2.57299,50.67683
Hampton Down Stone Circle,#000000,,,1013,Stone circle,,Sarsen,-2.57304,50.67681
East Shivinghamton,#000000,,,1014,Stone,"Omington Oolite? limestone, marking limit of shallow quarrying",Corallian Limestone,-2.52836,50.65555
Limekiln Crags,#000000,,,1015,Stone,,Upper Greensand,-2.5833,50.67089
,#000000,,,1016,Stone,,Heathstone,-2.05912,50.77781
,#000000,,,1017,Stone,,Heathstone,-2.05992,50.77628
,#000000,,,1018,Stone,,Heathstone,-2.05762,50.77213
,#000000,,,1019,Stone,,Sarsen,-2.37126,50.79501
,#000000,,,1020,Stone,,Sarsen,-2.62016,50.73977
,#000000,,,1021,Stone,,Sarsen,-2.62012,50.73966
,#000000,,,1022,Stone,,Sarsen,-2.62008,50.73954
,#000000,,,1023,Stone,,Sarsen,-2.21714,50.6513
,#000000,,,1024,Stone,,Sarsen,-2.35908,50.63432
,#000000,,,1025,Stone,,Unknown,-2.4721,50.58579
,#000000,,,1026,Stone,,Unknown,-2.47201,50.58555
,#000000,,,1027,Stone,,Unknown,-2.4448,50.56782
,#000000,,,1028,Stone,,Unknown,-2.44476,50.56777
,#000000,,,1029,Stone,,Unknown,-2.44468,50.5677
,#000000,,,1030,Stone,,Unknown,-2.44459,50.56756
,#000000,,,1031,Stone,,Unknown,-2.44452,50.56749
,#000000,,,1032,Stone,,Unknown,-2.44441,50.56739
,#000000,,,1033,Stone,,Unknown,-2.44491,50.56505
,#000000,,,1034,Stone,,Unknown,-2.44478,50.56524
,#000000,,,1035,Stone,,Unknown,-2.44561,50.56462
,#000000,,,1036,Stone,,Unknown,-2.44364,50.56607
,#000000,,,1037,Stone,,Unknown,-2.4424,50.56471
,#000000,,,1038,Stone,,Unknown,-2.44204,50.56437
,#000000,,,1039,Stone,,Unknown,-2.44085,50.56481
,#000000,,,1040,Stone,,Unknown,-2.44157,50.56356
,#000000,,,1041,Stone,,Unknown,-2.4414,50.56365
,#000000,,,1042,Stone,,Unknown,-2.44064,50.5638
,#000000,,,1043,Stone,,Unknown,-2.43995,50.56379
,#000000,,,1044,Stone,,Unknown,-2.44176,50.56404
,#000000,,,1045,Stone,,Unknown,-2.44645,50.56446
,#000000,,,1046,Stone,,Unknown,-2.44668,50.56303
,#000000,,,1047,Stone,,Unknown,-2.44109,50.56301
,#000000,,,1048,Stone,,Unknown,-2.44076,50.56095
,#000000,,,1049,Stone,,Unknown,-2.43609,50.55952
,#000000,,,1050,Stone,,Unknown,-2.43363,50.55682
,#000000,,,1051,Stone,,Unknown,-2.43337,50.5564
,#000000,,,1052,Stone,,Unknown,-2.43376,50.55724
,#000000,,,1053,Stone,,Unknown,-2.44216,50.55121
,#000000,,,1054,Stone,,Unknown,-2.44206,50.55134
,#000000,,,1055,Stone,,Unknown,-2.4419,50.5522
,#000000,,,1056,Stone,,Unknown,-2.44685,50.55314
,#000000,,,1057,Stone,,Unknown,-2.44669,50.55338
,#000000,,,1058,Stone,,Unknown,-2.44681,50.55351
,#000000,,,1059,Stone,,Unknown,-2.4468,50.55345
,#000000,,,1060,Stone,,Unknown,-2.44679,50.5534
,#000000,,,1061,Stone,,Unknown,-2.4456,50.55454
,#000000,,,1062,Stone,,Unknown,-2.445,50.55461
,#000000,,,1063,Stone,,Unknown,-2.445,50.55453
,#000000,,,1064,Stone,,Unknown,-2.44497,50.55445
,#000000,,,1065,Stone,,Unknown,-2.44497,50.55436
,#000000,,,1066,Stone,,Unknown,-2.44496,50.55427
,#000000,,,1067,Stone,,Unknown,-2.44495,50.55419
,#000000,,,1068,Stone,,Unknown,-2.44494,50.5541
,#000000,,,1069,Stone,,Unknown,-2.4469,50.55292
,#000000,,,1070,Stone,,Unknown,-2.44695,50.55274
,#000000,,,1071,Stone,,Unknown,-2.44832,50.54759
,#000000,,,1072,Stone,,Unknown,-2.45477,50.52948
,#000000,,,1073,Stone,,Unknown,-2.45409,50.52917
,#000000,,,1074,Stone,,Unknown,-2.45305,50.52893
,#000000,,,1075,Stone,,Unknown,-2.45274,50.52903
,#000000,,,1076,Stone,,Unknown,-2.45467,50.5266
,#000000,,,1077,Stone,,Unknown,-2.45308,50.52696
,#000000,,,1078,Stone,,Unknown,-2.45276,50.52696
,#000000,,,1079,Stone,,Unknown,-2.45489,50.52578
,#000000,,,1080,Stone,,Unknown,-2.45492,50.52515
,#000000,,,1081,Stone,,Unknown,-2.45533,50.52438
,#000000,,,1082,Stone,,Unknown,-2.45563,50.52389
,#000000,,,1083,Stone,,Unknown,-2.45585,50.52352
,#000000,,,1084,Stone,,Unknown,-2.45609,50.52321
,#000000,,,1085,Stone,,Unknown,-2.45642,50.5224
,#000000,,,1086,Stone,,Unknown,-2.45542,50.52242
,#000000,,,1087,Stone,,Unknown,-2.4554,50.52227
,#000000,,,1088,Stone,,Unknown,-2.45552,50.52223
,#000000,,,1089,Stone,,Unknown,-2.45683,50.52152
,#000000,,,1090,Stone,,Unknown,-2.45756,50.52145
,#000000,,,1091,Stone,,Unknown,-2.45598,50.52151
,#000000,,,1092,Stone,,Unknown,-2.45597,50.52146
,#000000,,,1093,Stone,,Unknown,-2.45596,50.52141
,#000000,,,1094,Stone,,Unknown,-2.45739,50.52118
,#000000,,,1095,Stone,,Unknown,-2.45668,50.52114
,#000000,,,1096,Stone,,Unknown,-2.45733,50.52101
,#000000,,,1097,Stone,,Unknown,-2.45739,50.521
,#000000,,,1098,Stone,,Unknown,-2.45566,50.52061
,#000000,,,1099,Stone,,Unknown,-2.45625,50.52048
,#000000,,,1100,Stone,,Unknown,-2.45545,50.52032
,#000000,,,1101,Stone,,Unknown,-2.45514,50.51988
,#000000,,,1102,Stone,,Unknown,-2.45574,50.5198
,#000000,,,1103,Stone,,Unknown,-2.45607,50.51973
,#000000,,,1104,Stone,,Unknown,-2.45676,50.51954
,#000000,,,1105,Stone,,Unknown,-2.45539,50.51931
